item_number,location_no,size_id,value,loc_width,loc_depth,loc_height,case_width,case_length,case_height
105761,F1004-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,11.6,20.3,8.3
105761,F0620-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,11.6,20.3,8.3
105761,F0822-2-2,140463,[New]A1(RSB10),40.00,48.00,60.00,11.6,20.3,8.3
106593,C0510-3-3,140160,[New]CF1(RSB1),15.00,96.00,18.00,0.0,0.0,0.0
7917,F0421-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,20.3,13.5,7.6
7917,E0220-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,20.3,13.5,7.6
7917,F1207-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,20.3,13.5,7.6
94169,F0412-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,23.0,8.9,8.0
94169,F0614-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,23.0,8.9,8.0
94169,F0109-3-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,23.0,8.9,8.0
94169,E0412-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,23.0,8.9,8.0
94776,F0811-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,10.2,17.5,7.4
94776,F0829-4-2,140511,[New]A2(RSB5),40.00,48.00,48.00,10.2,17.5,7.4
94776,F0927-3-2,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0924-2-1,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0926-3-2,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0928-3-2,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0928-2-1,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0929-2-2,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0928-3-1,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0928-2-2,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0929-3-2,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0929-3-1,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0925-3-1,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0929-2-1,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0925-3-2,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0927-3-1,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0924-3-1,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0924-2-2,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F0926-3-1,140512,[New]A3(RSB5),40.00,48.00,42.00,10.2,17.5,7.4
94776,F1406-2-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.2,17.5,7.4
94776,F1404-3-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.2,17.5,7.4
94776,F1408-2-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.2,17.5,7.4
94776,F1403-3-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.2,17.5,7.4
94776,F1409-4-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.2,17.5,7.4
94776,F1406-3-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.2,17.5,7.4
94776,F1407-2-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.2,17.5,7.4
94776,F1410-2-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.2,17.5,7.4
94776,F0109-1-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,10.2,17.5,7.4
94776,F0117-4-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,10.2,17.5,7.4
94776,F0506-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,10.2,17.5,7.4
94776,F1312-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,10.2,17.5,7.4
94776,F0225-4-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,10.2,17.5,7.4
94776,F0226-4-1,140564,[New]DC Stk RSB5,1.00,1.00,1.00,10.2,17.5,7.4
94776,F0229-4-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,10.2,17.5,7.4
94776,F0227-4-1,140564,[New]DC Stk RSB5,1.00,1.00,1.00,10.2,17.5,7.4
94776,E0911-1-1,140483,[New]C3b(RSB1),45.00,30.00,18.00,10.2,17.5,7.4
94776,F0228-4-1,140564,[New]DC Stk RSB5,1.00,1.00,1.00,10.2,17.5,7.4
94776,F0225-4-1,140564,[New]DC Stk RSB5,1.00,1.00,1.00,10.2,17.5,7.4
98325,F0818-4-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.4,13.1,6.5
98325,E0917-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.4,13.1,6.5
98325,E0703-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.4,13.1,6.5
98500,E0810-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.6,9.4,5.6
96920,C0605-1-4,140212,[New]B1(RSB1),20.00,48.00,48.00,19.8,16.0,7.0
96920,D0809-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,19.8,16.0,7.0
87571,E1309-1-1,140477,[New]D3b(RSB1),45.00,24.00,12.00,13.3,16.8,7.7
87571,F0317-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,13.3,16.8,7.7
101647,F0819-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,15.3,11.5,8.2
101647,E0716-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.3,11.5,8.2
103542,D0913-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,13.2,9.8,6.7
103542,C0815-4-4,140382,[New]H1(RSB1),15.00,30.00,12.00,13.2,9.8,6.7
105204,F0608-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,20.2,15.2,6.6
105204,F1209-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,20.2,15.2,6.6
105204,E0903-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,20.2,15.2,6.6
2077330,C5109-1-1,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
97066,C9907-1-3,140212,[New]B1(RSB1),20.00,48.00,48.00,17.0,13.5,6.0
97066,C9910-1-1,140212,[New]B1(RSB1),20.00,48.00,48.00,17.0,13.5,6.0
95361,D0708-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.4,8.5,10.1
95361,D1012-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.4,8.5,10.1
95361,D1010-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.4,8.5,10.1
95361,C0607-2-2,33150,[New]E3(RSB1),20.00,30.00,20.00,12.4,8.5,10.1
93221,F1605-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,10.6,7.6,9.5
93221,F0615-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,10.6,7.6,9.5
93221,E1611-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,10.6,7.6,9.5
104578,F0610-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,13.7,11.9,9.4
104578,F0219-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,13.7,11.9,9.4
104578,F0921-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,13.7,11.9,9.4
104578,E0606-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,13.7,11.9,9.4
104996,F1010-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.1,21.5,9.5
104996,E0703-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.1,21.5,9.5
2116450,C0822-4-3,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
7259,F1105-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.3,15.9,8.2
7259,E1210-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.3,15.9,8.2
53611,F0522-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,17.5,12.5,10.6
53611,E0718-1-2,140477,[New]D3b(RSB1),45.00,24.00,12.00,17.5,12.5,10.6
53611,E0415-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.5,12.5,10.6
102494,C0806-1-1,140212,[New]B1(RSB1),20.00,48.00,48.00,13.1,9.9,6.5
102494,C0705-1-2,140221,[New]A2(RSB1),40.00,48.00,48.00,13.1,9.9,6.5
102494,D0506-2-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,13.1,9.9,6.5
102494,D0505-2-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,13.1,9.9,6.5
104028,F0106-3-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,11.2,16.7,8.0
104028,F0219-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,11.2,16.7,8.0
104028,E1604-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,11.2,16.7,8.0
105114,E0613-1-1,140477,[New]D3b(RSB1),45.00,24.00,12.00,17.7,14.3,12.5
105114,F0518-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,17.7,14.3,12.5
105114,F0814-4-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,17.7,14.3,12.5
105114,F1402-2-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,17.7,14.3,12.5
105114,F1413-3-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,17.7,14.3,12.5
104427,F0611-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.9,11.8,9.9
104427,F0716-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,15.9,11.8,9.9
104427,F0105-3-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.9,11.8,9.9
104427,E0715-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.9,11.8,9.9
104427,E0612-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.9,11.8,9.9
8544,F0720-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,20.5,15.8,9.1
8544,E1609-1-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,20.5,15.8,9.1
34460,E0904-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.4,14.5,11.1
34460,E0804-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.4,14.5,11.1
36495,C0620-1-4,33150,[New]E3(RSB1),20.00,30.00,20.00,8.4,11.4,9.0
17705,F0404-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.8,11.7,7.4
17705,E1613-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.8,11.7,7.4
100838,F0319-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.2,14.1,18.0
100838,E0315-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,15.2,14.1,18.0
98629,D0718-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,13.5,17.2,7.0
98629,D0617-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,13.5,17.2,7.0
98629,C0809-3-2,140382,[New]H1(RSB1),15.00,30.00,12.00,13.5,17.2,7.0
98629,D1008-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,13.5,17.2,7.0
29358,F0215-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,10.5,8.4
29358,E0316-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.1,10.5,8.4
29358,E0406-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.1,10.5,8.4
29362,F0215-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,10.6,8.1
29362,E0314-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.1,10.6,8.1
92411,D0206-1-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.0,23.6,8.7
92411,C0509-2-3,140160,[New]CF1(RSB1),15.00,96.00,18.00,16.0,23.6,8.7
97224,D0617-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,13.8,19.6,6.4
97224,D0723-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,13.8,19.6,6.4
97224,C0524-2-5,140160,[New]CF1(RSB1),15.00,96.00,18.00,13.8,19.6,6.4
97224,C0618-1-4,33150,[New]E3(RSB1),20.00,30.00,20.00,13.8,19.6,6.4
8582,C0709-2-1,140382,[New]H1(RSB1),15.00,30.00,12.00,8.9,13.2,5.6
94564,D0607-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.5,15.5,8.6
94564,C0816-3-1,140382,[New]H1(RSB1),15.00,30.00,12.00,12.5,15.5,8.6
94564,D0810-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,12.5,15.5,8.6
86634,F0309-5-1,140403,[New]A2(RSB10),40.00,48.00,48.00,21.1,14.8,8.8
86634,F0902-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,21.1,14.8,8.8
86634,F1112-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,21.1,14.8,8.8
86634,F0220-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,21.1,14.8,8.8
86634,F0505-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,21.1,14.8,8.8
86634,E0415-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,21.1,14.8,8.8
86634,E0505-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,21.1,14.8,8.8
86634,E0816-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,21.1,14.8,8.8
101154,F0606-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.2,12.5,8.7
101154,F0502-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.2,12.5,8.7
101154,E0506-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.2,12.5,8.7
102507,F1604-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.6,12.1,7.2
102507,E0917-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.6,12.1,7.2
105957,F0909-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,15.5,14.1
105957,F0721-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,15.5,14.1
105957,F0802-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,15.5,14.1
105957,F0706-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,15.5,14.1
105957,F0718-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,15.5,14.1
105957,F0812-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,15.5,14.1
105957,E1605-1-2,140477,[New]D3b(RSB1),45.00,24.00,12.00,18.9,15.5,14.1
105957,F1204-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.9,15.5,14.1
105957,E1010-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.9,15.5,14.1
105957,F1402-4-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,18.9,15.5,14.1
105957,F1412-3-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,18.9,15.5,14.1
105957,F0622-3-2,140463,[New]A1(RSB10),40.00,48.00,60.00,18.9,15.5,14.1
105957,F0801-3-3,140463,[New]A1(RSB10),40.00,48.00,60.00,18.9,15.5,14.1
105957,E1308-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.9,15.5,14.1
105957,E1605-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.9,15.5,14.1
105957,E1308-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.9,15.5,14.1
105957,E1504-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.9,15.5,14.1
2205402,C0720-2-2,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
79544,F0614-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,9.6,16.5,8.8
79544,E0610-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,9.6,16.5,8.8
56295,F0720-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.0,13.5,8.7
56295,E1410-1-1,140221,[New]A2(RSB1),40.00,48.00,48.00,14.0,13.5,8.7
56295,F0505-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.0,13.5,8.7
56295,F1501-3-1,140463,[New]A1(RSB10),40.00,48.00,60.00,14.0,13.5,8.7
56295,E1609-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.0,13.5,8.7
41682,F0421-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.8,10.9,11.9
41682,E0704-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.8,10.9,11.9
66010,F0211-5-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.3,20.2,12.4
66010,E0406-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.3,20.2,12.4
100025,F0416-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.8,13.2,10.2
100025,E0710-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.8,13.2,10.2
106750,F0408-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,19.2,13.6,9.5
106750,E0419-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.2,13.6,9.5
106750,E0418-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,19.2,13.6,9.5
107810,E0914-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,13.0,18.6,9.3
94777,E0209-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,20.1,14.1,7.3
48061,E1205-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.7,15.6,13.5
48061,F0115-1-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,19.7,15.6,13.5
48061,F1114-3-1,140463,[New]A1(RSB10),40.00,48.00,60.00,19.7,15.6,13.5
93157,F1513-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.9,10.9,8.3
93157,F0514-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.9,10.9,8.3
93157,E0418-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.9,10.9,8.3
93157,F0106-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.9,10.9,8.3
102637,C0815-3-2,140382,[New]H1(RSB1),15.00,30.00,12.00,6.7,15.2,10.6
102637,D0505-2-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,6.7,15.2,10.6
2025138,C5101-1-1,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
104742,F0407-4-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,15.8,9.6,24.8
104742,E0315-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.8,9.6,24.8
3061,E0614-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,19.1,15.7,6.0
86745,F0216-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.2,19.7,5.5
86745,E0214-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.2,19.7,5.5
86745,E1003-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,16.2,19.7,5.5
8715,C0617-3-2,33150,[New]E3(RSB1),20.00,30.00,20.00,9.8,15.7,8.2
3521,E1608-2-1,140477,[New]D3b(RSB1),45.00,24.00,12.00,12.4,16.7,8.3
3521,F1502-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,12.4,16.7,8.3
3521,E1609-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,12.4,16.7,8.3
82752,E0913-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.6,20.4,6.6
102638,C0616-2-2,33150,[New]E3(RSB1),20.00,30.00,20.00,6.6,14.9,10.3
2086596,C0721-3-4,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
90583,E0607-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.2,11.4,4.1
103443,F0603-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,15.3,11.0,6.3
103443,E1111-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.3,11.0,6.3
103443,E1112-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.3,11.0,6.3
94483,F0909-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,24.1,11.9,10.5
94483,F0519-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,24.1,11.9,10.5
94483,E0907-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,24.1,11.9,10.5
98616,D1006-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.6,14.9,9.3
98616,C0711-1-2,140382,[New]H1(RSB1),15.00,30.00,12.00,12.6,14.9,9.3
83379,D9703-1-1,140463,[New]A1(RSB10),40.00,48.00,60.00,12.0,20.0,12.0
83379,D9716-1-1,140463,[New]A1(RSB10),40.00,48.00,60.00,12.0,20.0,12.0
100203,F0603-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,9.3,16.9,16.6
100203,F1503-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,9.3,16.9,16.6
100203,F0828-2-1,140512,[New]A3(RSB5),40.00,48.00,42.00,9.3,16.9,16.6
100203,F0118-3-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,9.3,16.9,16.6
100203,F0208-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,9.3,16.9,16.6
100203,F1606-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,9.3,16.9,16.6
100203,F1105-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,9.3,16.9,16.6
100203,E0205-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,9.3,16.9,16.6
100272,E0810-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,15.4,11.2,14.4
103821,E0203-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.3,17.4,7.0
103821,F0607-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.3,17.4,7.0
11166,E0813-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.0,13.1,7.6
15359,F0621-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,9.0,5.1
15359,E0710-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,12.0,9.0,5.1
15359,E0605-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,12.0,9.0,5.1
10510,C9907-1-1,140212,[New]B1(RSB1),20.00,48.00,48.00,0.0,0.0,0.0
10510,C9903-1-1,140212,[New]B1(RSB1),20.00,48.00,48.00,0.0,0.0,0.0
102395,E1507-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,13.8,16.0,10.4
102639,D1008-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.5,12.6,10.8
102639,C0809-4-4,140382,[New]H1(RSB1),15.00,30.00,12.00,12.5,12.6,10.8
102761,C0811-3-4,140382,[New]H1(RSB1),15.00,30.00,12.00,14.5,10.7,11.2
106189,F0924-3-2,140512,[New]A3(RSB5),40.00,48.00,42.00,14.5,12.2,7.7
106189,F0510-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.5,12.2,7.7
106189,F0509-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.5,12.2,7.7
106189,E0604-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.5,12.2,7.7
8742,D9804-1-1,140463,[New]A1(RSB10),40.00,48.00,60.00,0.0,0.0,0.0
91834,E0708-1-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.6,12.7,8.3
91834,E0605-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.6,12.7,8.3
102087,D0922-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.1,6.9,10.0
102087,D0907-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.1,6.9,10.0
102087,C0711-3-1,140382,[New]H1(RSB1),15.00,30.00,12.00,12.1,6.9,10.0
107938,F1602-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,12.9,15.2,11.3
91004,C0608-3-3,33150,[New]E3(RSB1),20.00,30.00,20.00,20.8,13.5,6.6
2098797,C0716-3-4,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
2205356,C0821-3-3,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
13148,C1020-1-1,140212,[New]B1(RSB1),20.00,48.00,48.00,0.0,0.0,0.0
97782,E0915-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,10.1,18.2,10.4
48411,F0409-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,17.9,12.6,12.4
83129,C0916-1-1,140212,[New]B1(RSB1),20.00,48.00,48.00,14.4,23.0,13.4
90734,F0518-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,10.6,7.7,9.3
90734,F0110-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,10.6,7.7,9.3
90734,E0807-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,10.6,7.7,9.3
90734,F1201-2-3,140463,[New]A1(RSB10),40.00,48.00,60.00,10.6,7.7,9.3
107018,D1008-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,6.8,14.8,4.8
107018,D0915-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,6.8,14.8,4.8
107018,C0813-4-6,140382,[New]H1(RSB1),15.00,30.00,12.00,6.8,14.8,4.8
107018,C0610-2-2,33150,[New]E3(RSB1),20.00,30.00,20.00,6.8,14.8,4.8
107942,F0312-5-2,140403,[New]A2(RSB10),40.00,48.00,48.00,9.1,11.4,12.2
93684,F0915-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,15.6,11.7,7.3
93684,E0813-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.6,11.7,7.3
2183538,C0821-4-3,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
100955,E0719-3-2,140477,[New]D3b(RSB1),45.00,24.00,12.00,11.7,19.8,6.0
105016,F0613-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.7,14.5,12.2
105016,E0908-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.7,14.5,12.2
105016,F0504-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.7,14.5,12.2
105016,F0811-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,17.7,14.5,12.2
105016,F1404-2-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,17.7,14.5,12.2
105016,F1405-3-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,17.7,14.5,12.2
105016,F1501-3-2,140463,[New]A1(RSB10),40.00,48.00,60.00,17.7,14.5,12.2
105016,F0822-2-1,140463,[New]A1(RSB10),40.00,48.00,60.00,17.7,14.5,12.2
106205,F1208-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.0,8.3,6.1
106205,F0308-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.0,8.3,6.1
106205,E0419-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.0,8.3,6.1
106205,E0512-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.0,8.3,6.1
106205,F0903-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.0,8.3,6.1
93238,F0315-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.5,8.4,5.9
93238,E1306-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.5,8.4,5.9
